Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT)
17/12/2004,04.00.00,2.2,-200.0,-200.0,-200.0
21/07/2004,02.00.00,-200.0,1026.0,-200.0,5.8
12/11/2004,22.00.00,1.6,954.0,-200.0,5.9
28/07/2004,11.00.00,-200.0,914.0,-200.0,10.4
30/01/2005,00.00.00,1.1,900.0,-200.0,2.3
20/03/2005,23.00.00,1.5,1091.0,-200.0,5.3
14/01/2005,17.00.00,5.0,1477.0,-200.0,24.3
23/09/2004,09.00.00,2.7,1290.0,-200.0,18.1
01/11/2004,01.00.00,3.7,1407.0,-200.0,17.8
26/04/2004,12.00.00,1.5,977.0,109.0,6.6
05/09/2004,05.00.00,0.9,913.0,-200.0,4.4
14/01/2005,13.00.00,3.3,1280.0,-200.0,17.4
03/04/2005,10.00.00,1.4,970.0,-200.0,3.4
27/06/2004,20.00.00,2.0,1095.0,-200.0,10.5
13/06/2004,23.00.00,0.8,814.0,-200.0,2.6
04/09/2004,13.00.00,1.8,1062.0,-200.0,9.8
27/06/2004,05.00.00,0.5,809.0,-200.0,2.6
30/08/2004,22.00.00,-200.0,1052.0,-200.0,9.4
10/11/2004,18.00.00,2.5,1050.0,-200.0,12.6
18/07/2004,17.00.00,0.3,950.0,-200.0,4.8
15/04/2004,17.00.00,5.2,1560.0,778.0,24.4
11/07/2004,20.00.00,1.6,1011.0,-200.0,9.7
18/04/2004,04.00.00,-200.0,929.0,-200.0,3.2
17/12/2004,03.00.00,2.8,-200.0,-200.0,-200.0
10/07/2004,01.00.00,1.5,1016.0,-200.0,9.6
01/01/2005,14.00.00,2.4,1117.0,-200.0,8.9
